product_id,product_name,main_category,sub_category,price(OMR),about_product,img_link
B09NKZXMWJ,"Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data Sync, Tough Fast Charging Long Cable For Usb Type C Devices, Charging Adapter (White, 1 Meter) - Xcd-C12",Computers,Cables,1.046,"Durable Pvc Outer Exterior: Pvc Cables Are Versatile, High In Tensile Strength, Flexible, And Good Conductors|Flix C12 Data And Charging Cable Is Equipped With A Type-C Usb Port, The Cable Supports Up To 2.4Amps Of Power Output For Powering And Fast Charging Your Smart Device|Type-C Usb Cable Is 1 Meter In Length, Optimized For Easy Use For Your Comfort At Home Or Office, Helps You To Overcome Distance Restrictions|Charge & Sync, This Usb Cable Can Charge And Data Sync Simultaneously At 480Mbps Speed, Compatible With All Devices With A C-Type Usb Port",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31DDGpem3OL._SY445_SX342_QL70_FMwebp_.jpg
B09T37CKQ5,"FLiX Usb Charger,Flix (Beetel) Bolt 2.4 Dual Poart,5V/2.4A/12W Usb Wall Charger Fast Charging,Adapter For Android/Iphone 11/Xs/Xs Max/Xr/X/8/7/6/Plus,Ipad Pro/Air 2/Mini 3/4,Samsung S4/S5 & More-Black",Electronics,MobileAccessories,2.516,"USB Charger with dual ports allow you to charge 2 devices at the same time with the total output of 2.4A current.|With the intelligent chip inside, dual USB wall charger matches the current as your device's need automatically. Over-current, over-voltage and short-circuit protection also effectively protect your smartphones from damage|Internal protection mechanisms offers multiple Protection against short-circuit, over-temperature, over-current, over-voltage and more|Robust textured casing and premium internal components ensure perfect performance|Power Source Type: Corded Electric; Specification Met: Bis",https://m.media-amazon.com/images/I/31Iuz7jlfqL._SX300_SY300_QL70_ML2_.jpg
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)",Computers,"Keyboards,Mice",6.296,2.4 GHz Wireless Technology,https://m.media-amazon.com/images/I/41bX3o-ZHqL._SX300_SY300_QL70_FMwebp_.jpg
B09VL9KFDB,Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),Home,Fans,17.64,Twin Colour design.Wattage: 60 watts.Voltage: 230 volts.Number of speeds: 3|Jerk free / Smooth Oscillation|Three speed control|Attractive colour combinations; 2 Years Warranty|Controller Type: Remote Control; Mounting Type: Floor Mount; Material Type: Plastic,https://m.media-amazon.com/images/I/31jWfV8N6+L._SY300_SX300_.jpg
B00A7PLVU6,Orpat HHB-100E WOB 250-Watt Hand Blender (White),Home,SmallKitchenAppliances,3.776,"This product does not require installation. please contact brand customer care for any product related queires. Customer Service Number: +91-02822-230491 / 02822-391391|Unique comfort grip, The frequency is 50 Hz, Functions: Beating. Pureeing : Yes|Easy to store and wash and it has Stainless steel blade|A handy appliance which will reduce the time you spend in the kitchen by taking care of all your chopping, blending or mixing tasks at the touch of a button|Smooth and safe switch, Sleek & Strong|Elegant design|18000 RPM",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/21OWOIM1wML._SX300_SY300_QL70_FMwebp_.jpg
B0994GP1CX,"LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)",Computers,"Keyboards,Mice",4.196,"-Easy to attach, remove and wash.|-Protect from food and water spillage.|-Suitable for 15.6Inch Laptop Silicone Keyboard Protector Keyguard.|-Keep your laptop keyboard protected from dust and water spilling.|-Its transparent colour, keeps the original texture and look of the keyboard.",https://m.media-amazon.com/images/I/51tBwj7I8GL._SX300_SY300_QL70_FMwebp_.jpg
B014SZPBM4,"Duracell Ultra Alkaline D Battery, 2 Pcs",Electronics,DisposableBatteries,1.68,"Long Lasting Power Guaranteed|Our best battery, suited for everyday devices with extra performance for high drain devices|Duralock technology keeps unused Duracell batteries fresh and powered for up to 10 years in ambient storage|Available in AAA, AA, C, D and 9V sizes",https://m.media-amazon.com/images/I/51BGUyveMfL._SX300_SY300_QL70_FMwebp_.jpg
B0BR4F878Q,"Swiffer Instant Electric Water Heater Faucet Tap Home-Kitchen Instantaneous Water Heater Tank less for Tap, LED Electric Head Water Heaters Tail Gallon Comfort(3000W) ((Pack of 1))",Home,WaterHeaters,8.396,"âœ”Quick Electric Hot Water Tap Heating tube: high-purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W|âœ”When you receive Swiffer Water tankless instant electric tap water heater, please do not test it in your hands, you need install it well and then test, or it will be dangerous. Please operate it according to the instructions.|âœ”Support and well-being of dual-use electric faucet, while heated, the water, the lower the temperature, whereas the smaller the flow, the higher the temperature.|âœ”Power unified are the 3000-watt, 5 seconds fast heat! Your hands won't feel cold when washing dishes or doing the laundry or washing vegetables. Of course, washing face and brushing teeth with warm water every morning are great enjoyments.|âœ”Your hands won't feel cold when washing dishes or doing the laundry. Of course,washing face and brushing teeth with warm water every morning are great enjoyments.|âœ”When you receive the water heater, please do not test it in your hands, you need install it well and then test, or it will be dangerous. Please operate it according to the instructions.|100% Brand New And High Quality ! Surface Treatment: Polished, Installation Type: Deck Mounted, Number of Handles: Single Handle|Temperature Mode of Water Heater - The tankless water heater electric heats the flow passing through it to a +60 degrees Celsius temperature. It takes at least 5 seconds to heat the water. The heated water temperature is from 30 to 40 degrees in winter and from 30 to 60 degrees in summer.",https://m.media-amazon.com/images/I/41+t2HWvwFL._SY300_SX300_.jpg
B08WKFSN84,"Wayona Type C To Type C 65W/3.25A Nylon Braided Fast Charging Cable Compatible For Laptop, Macbook, Samsung Galaxy M33 M53 M51 S20 Ultra, A71, A53, A51, Ipad Pro 2018 (1M, Grey)",Computers,Cables,4.616,"âš¡ã€65W High Speed Chargingã€‘: Output power up to 20V 3.25A, which is ensured by high-speed safe charging, and the USB 2.0 supports data transfer speed can reach 40~60MB/S (480Mbps). NOTE: This product DO NOT support video output.|ðŸ’ªã€Military grade materialã€‘:Strong military fiber, the most flexible, powerful and durable material, makes tensile force increased by 200%. Special Strain Relief design, can bear 10000+ bending test. Premium Aluminum housing makes the cable more durable|ðŸ“¢ã€NOTE before purchaseã€‘:This is a USB-C to USB-C cable, which means it has the same USB C plug on both ends, please be aware that this is not a USB-C to USB-A cable. Besides, you may need a USB C wall charger to charge your device.|ã€What you getã€‘:We provide this 1meter/3ft Type C to Type C Cable and 24/7 customer service, if you have any questions,we will resolve your issue within 24 hours.|ã€Compatibility Listã€‘: This USB C to USB C cable compatible with Samsung Galaxy S21 S21+ / S20 S20+ S20 Ultra Note10/Note 10 Plus,S20, S21 Ultra, iPad Air 2020 10.9â€˜â€™ (Gen 4), iPad Pro 12.9'' Gen3 (2018) , iPad Pro 11'' (2018), Nexus 6P/5X , Compatible with Macbook with the original charger (View Product Description for details)",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51pl09bEsHL._SY445_SX342_QL70_FMwebp_.jpg
B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,MobileAccessories,25.196,"25MIN FAST CHARGE & UPGRADED NIB - 5 minutes of charging will give you 2 hours of use. It can be used continuously for more than 10 hours with a full charge of 25 minutes ALSO improved accuracy, sensitivity, and durability, precise point control writing, no scratches on the screen, no lag/offset/break, higher sensitivity, no resistance|PALM REJECTION - You can put your hand comfortably on the screen when drawing or writing with palm rejection, no need to wear gloves for more convenient writing or drawing which fits people who take notes or draw pictures on iPad for a long time!|TILT FUNCTION & MAGNETIC ADSORPTION - The latest tilt-sensing technology, You only need to adjust the angle to draw the picture you like, just like using a pencil. In addition, Magnetically be able to attach the iPad Pro (3rd Gen only) side face, no more rolling and prevent loss and more portable also it has a flat surface to prevent it from falling|USB-C CHARGING & LED CHARGING DISPLAY - Kingone digital pencil has upgraded the LED power display function. Compared with the other pen, this new feature can more easily know the remaining power and it will automatically turn in ""Sleep Mode"" after idle for 5 minutes to save power. And the stylus support 10 hours of continuous working and 180 days standby time for about 1 hour per charge|ACCIDENTALLY ON/OFF PREVENTION - Kingone use Double tap ON/OFF on stylus which can prevents from accidental switch OFF, No need Bluetooth, just tap the end of the pencil twice to turn it on/off, Avoiding the problem of accidentally turning on/off by mistake touch once which can save a lot of power and greatly improve the experience; Kingone IPad Stylus Pen for 2018 and later: iPad (6/7/8/9 Gen), iPad Pro (3/4 Gen), iPad Pro 11 inch, iPad Air (3/4 Gen), iPad mini (3rd gen) 5/6 Gen)",https://m.media-amazon.com/images/I/31jgUvSar0L._SX300_SY300_QL70_ML2_.jpg
B01M6453MB,"Prestige Delight PRWO Electric Rice Cooker (1 L, White)",Home,SmallKitchenAppliances,12.789,"230 Volts, 400 watts, 1 Year",https://m.media-amazon.com/images/I/41gzDxk4+kL._SY300_SX300_.jpg
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,Televisions,147.0,"Resolution : Full HD (1920x1080) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 2 HDMI ports to connect set top box, Blu-ray speakers or gaming console | 2 USB ports to connect hard drives or other USB devices|Sound: 20 Watts output | Dolby Audio | DTS HD | Bass Boost | Dialog Clarity | TruVolume|Smart TV Features : Netflix | Prime Video | YouTube | YouTube Music | Zee5 | Wake up on LAN, WiFi | Wireless IEEE 802.11: b, g, n, 2.4GHz | Screen Mirrioring|Display : A+ Grade High Bright Panel I Natural Color Enhancer I Adaptive Contrast I Clear Motion I 1:1 Pixel Mapping I Cinema Day & Night Mode I Game Mode I Sports Mode I MPEG Noise Reduction|Warranty Information: 1 year warranty provided by Vu from date of purchase|Installation Information : Installation/Wall mounting/Demo will be arranged by AHS Team. For any other information, please contact VU support on (visit brand website for toll-free numbers)|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/I/51eyIMn02bL._SX300_SY300_QL70_FMwebp_.jpg
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,Accessories,3.78,"1.82 m high-speed premium HDMI cable for transmitting video and audio signals from source to display|Connect tablets, laptops and other host devices to projectors, video conference systems, HDTV, monitors, and more|Durable, double-shielded 30AWG cable with braided mylar foil and aluminum housing|Supports Ethernet, 3D, 4K video, and Audio Return Channel (ARC); 30Hz, 10.2Gbps bandwithPlug and play design removes the need for complicated drivers or setup time",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41m1oMmTMCL._SX300_SY300_QL70_FMwebp_.jpg
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers,Cables,8.396,"MFi-certified charging cableÂ for charging Apple Devices|Compatible with iPhone 13, 12, 11; 13, 12 ,11 Pro; 13, 12 11 Pro Max; 13, 12 mini; XS, XS Max, XR, X; 8 Plus, 8; 7 Plus , 7; 6s Plus, 6s, 6 Plus, 6; 5s, 5c, 5; iPad Pro, iPad Air, Air 2, iPad mini, mini 2, mini 4, iPad 4th gen; iPod Touch 5th gen, iPod nano 7th gen and Beats Pill+|PVC moulded nylon cable. Can bend upto 90 degrees|Wide wire and reduced cord resistance deliver high speed charging (up to 2.4 amps charging current)|Uses Apple's original C89 smart chip to recognise and connect to all Apple devices immediately|Damage-resistant connectors provide secure fit & reliable strength|A protective layer added to the lightning and USB ends helps reduce fraying and charge devices safely|Length: 1.2 metres; Colour: Black",https://m.media-amazon.com/images/I/41jTlkBBf4L._SX300_SY300_QL70_FMwebp_.jpg
B0B7DHSKS7,"Nokia 8210 4G Volte keypad Phone with Dual SIM, Big Display, inbuilt MP3 Player & Wireless FM Radio | Blue",Electronics,Smartphones,22.256,"The classic Nokia 8210 redesigned & redefined in this bold new look|Big 2.8"" display with zoom UI and an easy-to-use interface|4G connectivity for crystal-clear voice with dual VoLTE|Hours of talktime and weeks of standby time Pre-loaded games including the classic keypad mobile phone game - Snake|Enjoy all-new wireless FM radio Listen to music on the MP3 Player and save your favourite songs on the built in memory card slot|Customer care number: 18001028169 for product related issues",https://m.media-amazon.com/images/I/41tRgeQp9-L._SX300_SY300_QL70_ML2_.jpg
B07CD2BN46,Xiaomi Mi Wired in Ear Earphones with Mic Basic with Ultra Deep Bass & Aluminum Alloy Sound Chamber (Black),Electronics,Headphones,2.516,"Ergonomically angled to fit perfectly in your ear canal that provides long lasting comfort for every day usage. Inline Remote : Yes|Features 1.25 meter long cable & L-shaped 3.5mm jack to connect with your phone. Due to the L-shape, the connector will deliver a strong & durable life. Earphones are compatible with Android, iOS & Windows devices with jack.|Powerful 10 mm drivers & aluminum sound chamber for super extra bass and clear sound for the best music & calling experience.|High-quality silicone earbuds, which are gentle on skin without compromising the comfortable fit on the ears.|In-line microphone with a durable multi-function button to play/pause your music, and answer/end your calls, all with just one tap.|Speaker impedance: 32Î© ; Rated power: 5mW|Customer Service: 1800 103 6286, Service is available from 9 a.m. to 9 p.m. local time.",https://m.media-amazon.com/images/I/31Rn5CAJDBL._SX300_SY300_QL70_FMwebp_.jpg
B00S2SEV7K,"Pilot Frixion Clicker Roller Pen (Blue), (9000019529)",OfficeProducts,Paper,0.42,"Unique patented thermo-sensitive Frixion Ink|A fun loving products for making notes, drafts, poem, diary writing, sudoku, puzzles etc.|Erase and rewrite repeatedly without damaging documents. No wear or tear!|Comfortable dimpled grip & inbuild eraser|Erasable pens are not recommended for use on legal or official documents. Do not expose to extreme temperatures (140â„‰). If pen is exposed to temperature that reaches 140â„‰, the ink will be colorless when writing. To restore color, cool to at least 14â„‰ in freezer and the ink will again write in color.|Eraser is at the top of the pen, tip is retractable by pressing clip down",https://m.media-amazon.com/images/I/21t8TMvuq6L._SX300_SY300_QL70_FMwebp_.jpg
B072J83V9W,Philips PowerPro FC9352/01 Compact Bagless Vacuum Cleaner (Blue),Home,"Vacuum,Cleaning",41.979,"Powercyclone 5 technology separates dust from air, Action radius: 9 m, Cord length: 6m|1900W motor for strong suction power, Sound power level: 82 dB, Airflow (max): 37 l/s, Dimensions of product (LxWxH): 410 x 281 x 247mm|Suction power (max):370W ,Input power (IEC): 1900W , Vacuum (max) :33kPa. Weight of product: 4.5 kg|Turbo Brush removes 25 percent more hairs and dust , Multiclean nozzle for thorough floor cleaning|Advanced dust container design for hygienic emptying|Activelock couplings easily adjust to every task|Soft brush integrated into handle, always ready to use",https://m.media-amazon.com/images/I/41xQDop2T5L._SX300_SY300_QL70_FMwebp_.jpg
B09QS9X16F,"Redmi Note 11 (Space Black, 6GB RAM, 64GB Storage) | 90Hz FHD+ AMOLED Display | QualcommÂ® Snapdragonâ„¢ 680-6nm | 33W Charger Included",Electronics,Smartphones,79.796,"Display: 90Hz FHD+ (1080x2400) AMOLED display; 16.33 centimeters (6.43 inch); 20:9 aspect ratio|Camera: 50 MP Quad Rear camera with 8MP Ultra-wide, 2MP Macro and Portrait lens| 13 MP Front camera|Battery: 5000 mAh large battery with 33W Pro fast charger in-box and Type-C connectivity|Processor: Qualcomm Snapdragon 680 Octa-core; 6nm processor; Up to 2.4GHz clock speed|Memory, Storage & SIM: 6GB RAM | 64GB UFS 2.2 storage expandable up to 512GB with dedicated SD card slot | Dual SIM (nano+nano) dual standby (4G+4G)",https://m.media-amazon.com/images/I/411yU+n3UkL._SY300_SX300_.jpg
B077BTLQ67,"Orient Electric Aura Neo Instant 3L Water Heater (Geyser), 5-level Safety Shield, Stainless Steel Tank (White & Turquoise)",Home,WaterHeaters,20.538,"LONGER TANK LIFESPAN: High-grade stainless steel tank and heavy copper heating element with a nickel coating that protects the instant geyser against corrosion;|SUITABLE FOR MID AND LOW-RISE BUILDINGS with 6.5 bar pressure rating;|NEON POWER & HEATING INDICATOR that indicates power & heating;|LONGER HEAT RETENTION enabled by Glass Wool Insulation;|ADVANCED SAFETY FEATURES include a pressure release valve, anti-siphon hole, and a high-strength polymer body that makes sure this 3L instant geyser is shockproof and water-proof;",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/21vWJo4CXKL._SX300_SY300_QL70_FMwebp_.jpg
B0814P4L98,"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Black & Grey",Home,LaundryOrganization,4.196,"MULTIFUNCTIONAL LAUNDRY BAG - Useful for homes, apartments, bathroom, student's dormitory and hostels. Also help you to store other stuff, such as umbrellas, toys, shoes, etc, Make your room look clean, tidy and save space|Needs no assembly - Folds when not in use. Volume: 75 litre. Package contains 1 Laundry Basket.|FOLDABLE STORAGE CONTAINERS - This box is foldable for space-saving, easy to set up and convenient to carry. Can be folded when not in use|HIGH QUALITY - Made from non-woven fabric with strong durable stitching, which is environmentally friendly, durable, wear and tear-resistant fabric, anti-wrinkle-free, lightweight|Dimension: Length(15)inch x Width(14)inch x Height(21.5)inch",https://m.media-amazon.com/images/I/41oxCycQ4BL._SX300_SY300_QL70_FMwebp_.jpg
B0819ZZK5K,"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)",Computers,PenDrives,11.76,"The 2-in-1 flash drive with a reversible USB Type-C and a traditional Type-A connector.|Seamlessly move content between your USB Type-C smartphone, tablets and Macs and USB Type-A computers.|Free up space on your USB Type-C smartphone so you can take more photos.|Automatically back up photos using the SanDisk Memory Zone app|High-performance USB 3.1 Gen 1 drive with 150MB/s read speeds lets you quickly move your files to your computer.1|Dual-purpose swivel design protects connectors and features a keyring hole to take your drive on the go.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/410l0pKc2OL._SX300_SY300_QL70_FMwebp_.jpg
B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,Accessories,3.776,Not Suitable for Airtel Internet Tv Set top box|Just Insert the battery and you are ready to use|Match your old remote image before placing an order.|Quality plastic used|Customer Care at 9599141927(whatsapp) for compatibility check and technical issue.,https://m.media-amazon.com/images/I/31U-gk8FwsL._SX300_SY300_QL70_FMwebp_.jpg
B09P182Z2H,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Ceramic Ball Filter, Ultra Quiet, 360Â° Rotatable Nozzle, Auto Shut Off, Grey",Home,Humidifiers,24.356,"Works on ultrasonic technology to humidify the room for skin hydration, assist for sound sleep, effortless breathing.|4.5 Litres large capacity water tank moisturises the air up to 15 hours and enables a cool and fresh atmosphere. Comes with a handle at the side of the filling inlet for easy handling of the product while filling with water.|Comes with a top handle for easy removing of top half of the product|Suitable for up to 20 sq meters/215 sq ft room area such as large room, baby room, living room, office|Comes with removable ceramic ball filter to prevent water scalding and remove impurities from the water in the humidifier to give a clean moisture in your room|Comes with a dial control knob which can be adjusted to control the mist output for an ideal humidity level as per your requirement with max 300 ml/hr|Comes with filter for filtering out the dust",https://m.media-amazon.com/images/I/31hQyi26uAL._SX300_SY300_QL70_FMwebp_.jpg
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers,Cables,3.356,"Length: 150cm-1.5M. Higher transfer rates up to 5 Gbps|Full-duplex data transmission support for new transfer types in the future|Increased device current draw to better provide power for High power demand devices|Features shielding that provides protection against noise from electromagnetic and radio-frequency signals, keeping your signal clear with less loss of bandwidth for higher performance|USB 3.0 uses less power, but has increased power output - up to 4.8 Gbit/s. Compared with the USB 2.0 transmission speed, USB 3.0 is 10 times faster|PS: This cable does not work with camera. Please contact us before purchasing.",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/51R1cOolXRL._SX300_SY300_QL70_FMwebp_.jpg
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,Televisions,172.158,"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.1 x 3 (HDMI 1 supports eARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 1, 3.0 x 1 to connect hard drives or other USB device|Sound: 30 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display : 1.07 Billion colours | MEMC | Wide Colour Gamut+ | Intelligent Frame Stabilization Engine | Dynamic Signal Calibration | HDR10+ with HLG | UHD Upscaling | Super Brightness | Micro Dimming | Blue Light Reduction | 178 degree Wide viewing angle|Warranty Information: 2 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41imW51RweL._SY300_SX300_QL70_FMwebp_.jpg
B099K9ZX65,Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43A6GE (Black),Electronics,Televisions,188.958,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, gaming console etc | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Chromecast Built-in | 5G Wi-Fi | Stylish Voice Remote|Sound : 24 Watts Output | Dolby Atmos | Multi Channel Surround Sound for best sound experience | Powerful Sound|Smart TV Features: Official Android TV 9.0 PIE | Built-in Assistant | RAM: 2GB | ROM 16 GB | Quad Core | Search| Netflix | Prime Video | Disney+ Hotstar etc on Official Play Store|Display: Dolby Vision HDR | Ultra Dimming | UHD AI Upscaler | HDR 10, HLG support | Near Bezel-Less, Ultra Slim Design|Warranty Information: 2 Year Comprehensive Warranty on product provided by Hisense from date of purchase.|Installation: For requesting installation/wall mounting/demo of this product once delivered, please directly call Hisense Support for assistance (Please visit Hisense Website for Toll Free Numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description",https://m.media-amazon.com/images/I/51Pu9zNUbtL._SY300_SX300_QL70_FMwebp_.jpg
B01IOZUHRS,Gizga Essentials Laptop Power Cable Cord- 3 Pin Adapter Isi Certified(1 Meter/3.3 Feet),Computers,LaptopAccessories,2.096,"This is a polarized power cable designed to connect a wall socket and your Laptop/notebook power brick. The female connector plugs directly into the device while the male connector plugs into a standard outlet.|COMPATIBLE for All 3 pin Laptop Power Cable Cord|Fits most branded- Laptop Adapter/ Chargers: Universal AU 3-Prong AC Power Cord 3 Pin Adapter Cable. Fit most Laptops, Game Players, Cameras, Printers, AC Power Adapters or Chargers.|It converts back and forth between 3-prong Power Plug and 3-Prong Laptop Power Cord.|Overload protection:Overload protection with high quality wires.Anti-Interference feature with better Isolation materials, better quality rubberized texture Cord",https://m.media-amazon.com/images/I/41nub-26HfL._SX300_SY300_QL70_FMwebp_.jpg
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers,Cables,1.886,"Length- 1-Meter Long Type-C Data And Charging Cable|Universal Compatibility- This Usb Charging Cable Connects Type-C Port Devices With Standard Usb Port Devices Like Laptops, Hard Drives, Power Banks, Wall And Car Chargers, Etc|Fast Charging & Data Sync- Cable Supports Fast Charge Up To 5V/2A For Devices And Data Syncing Speed Up To 480Mbps For Devices Compatible With Type-C Port|Perfect Fit Flexible Connectors- Lava Elements D3 Has Passed The 5Kg Load Test, Swing Test, 5000+ Times Connect & Disconnect To Ensure That There Are No Loose Connections|Rough & Tough Usb Cable - Charging Cable With Premium Fiber Core And Flexible Connectors. It Has Passed 10, 000 Bending Tests And Can Easily Withstand Daily Use",https://m.media-amazon.com/images/I/31VRCXh9kQS._SX300_SY300_QL70_FMwebp_.jpg
B0BLV1GNLN,"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4",Electronics,Projectors,41.958,"ðŸ’– [Small Size but Powerful Effects] 2022 upgraded Pixel projector provides clear and true-to-life images that are 30% brighter than other similar projectors on the market. This tiny projector with 6.2""X4.7""X2.9"" small size and 480 grams light weight, can be easily put in your handbag for traveling, camping or other locations. Really portable projector used for family leisure.|ðŸ’– [Discover the World with Pixel!] Pixel represents a new generation of mini projectors specially designed to enrich your big screen viewing experience. This projector is built using advance construction materials which are only seen in high end projectors. Pixel is 1st mini projector to offer LTPS LCD technology which greatly enhances the image quality. LTPS display can restore complex details which are not seen on TFT or IPS display projectors.|ðŸ’¡ [Large Projection Size] 176 inch large projection screen brings an immersive viewing experience. It allows you to enjoy the happy home theater time with your family both indoor or outdoor. The outdoor projector provides a projection size from 35inch to 176 inch with the projection distance between 3.7ft to 23.6ft.|âœ”ï¸[Multiple Devices Connection & Wide Application] Equipped with HDMI, USB, and AV interfaces, pixel projector works perfectly with smartphones, iPads, laptops, TV boxes, DVD players, PS4, USB flash disks etc. It can be applied to home theaters, video games, parties and outdoor activities. âœ¦âœ¦When connect with phone, please purchase an extra HDMI adapter.|âœ”ï¸[1 Year Warranty & Technical Support] We offer quick reply within 24 hours, 1-year product warranty and a lifetime after-sales service. Wzatco India professional team offers you 100% satisfaction guarantee. Just feel free to try!",https://m.media-amazon.com/images/I/41p+lllC3HL._SY300_SX300_.jpg
B0187F2IOK,"Bajaj HM-01 Powerful 250W Hand Mixer, Black",Home,SmallKitchenAppliances,9.236,"This product does not require installation. please contact brand customer care|3 speed control for superior beating experience|Cromeplated dough, beater attachment and 3 speed selection|Stylish design|Warranty: 2 years on product|Power: 250 watts; Voltage: 230V, 50Hz|Included Components: Hand blender and Warranty card",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31gr8xzOhEL._SX300_SY300_QL70_FMwebp_.jpg
B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",Home,PaintingMaterials,0.945,"Vibrant Colours - Make paintings pop out using the 10 vibrant shades. The Sunflower Acrylic Kit has acrylic colours for creating art and tones that bring out the artistic mood. It lets artists give depth and dimension to their creations|Multisurface Use - The Fevicryl Acrylic Sunflower Kit comprises of vibrant painting colours and refined shades that work across a wide variety of mediums. Apply these paints to various surfaces like wood, canvas, leather, terracotta and even fabrics.|Non-Toxic and Safe -The colouring kit is safe for use by young artists. The paints are made using non-toxic substances and pose no health risk. The cleanup is also very easy after you're done creating art projects.|Very Beginner-Friendly - No need to be an expert artist to use this. Grab a piece of cloth or paper, set up your colouring palette and get ready to have a fun time.",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/4136eo-yWlL._SX300_SY300_QL70_FMwebp_.jpg
